HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Orphanet ID	OMIM ID
HGNC:4082	Approved	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit	2561	470366	600232
HGNC:4083	Approved	GABRB3	gamma-aminobutyric acid type A receptor beta3 subunit	2562	159621	137192
HGNC:4084	Approved	GABRD	gamma-aminobutyric acid type A receptor delta subunit	2563	121991	137163
HGNC:4085	Approved	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit	2564		300093
HGNC:4086	Approved	GABRG1	gamma-aminobutyric acid type A receptor gamma1 subunit	2565		137166
HGNC:4087	Approved	GABRG2	gamma-aminobutyric acid type A receptor gamma2 subunit	2566	121993	137164
HGNC:4088	Approved	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit	2567		600233
HGNC:40249	Approved	GABRG3-AS1	GABRG3 antisense RNA 1	101928869		
HGNC:4089	Approved	GABRP	gamma-aminobutyric acid type A receptor pi subunit	2568		602729
HGNC:14454	Approved	GABRQ	gamma-aminobutyric acid type A receptor theta subunit	55879		300349
HGNC:4090	Approved	GABRR1	gamma-aminobutyric acid type A receptor rho1 subunit	2569		137161
HGNC:4091	Approved	GABRR2	gamma-aminobutyric acid type A receptor rho2 subunit	2570		137162
HGNC:17969	Approved	GABRR3	gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene)	200959		
HGNC:48336	Approved	GACAT1	gastric cancer associated transcript 1	104326057		
HGNC:50516	Approved	GACAT2	gastric cancer associated transcript 2	100287082		616131
HGNC:50847	Approved	GACAT3	gastric cancer associated transcript 3	104797537		616132
HGNC:4092	Approved	GAD1	glutamate decarboxylase 1	2571	270043	605363
HGNC:4093	Approved	GAD2	glutamate decarboxylase 2	2572		138275
HGNC:4094	Entry Withdrawn	GAD3	glutamate decarboxylase 3			
HGNC:4095	Approved	GADD45A	growth arrest and DNA damage inducible alpha	1647		126335
HGNC:2725	Approved	GADD45AP1	growth arrest and DNA damage inducible alpha pseudogene 1	1648		
HGNC:4096	Approved	GADD45B	growth arrest and DNA damage inducible beta	4616		604948
HGNC:4097	Approved	GADD45G	growth arrest and DNA damage inducible gamma	10912	469172	604949
HGNC:29996	Approved	GADD45GIP1	GADD45G interacting protein 1	90480		605162
HGNC:27949	Approved	GADL1	glutamate decarboxylase like 1	339896		615601
HGNC:4098	Approved	GAGE1	G antigen 1	2543		300594
HGNC:4099	Approved	GAGE2A	G antigen 2A	729447		300720
HGNC:31957	Approved	GAGE2B	G antigen 2B	645037		300726
HGNC:31958	Approved	GAGE2C	G antigen 2C	2574		300595
HGNC:31959	Approved	GAGE2D	G antigen 2D	729408		300735
HGNC:31960	Approved	GAGE2E	G antigen 2E	26749		300736
HGNC:4100	Entry Withdrawn	GAGE3	G antigen 3			
HGNC:4101	Approved	GAGE4	G antigen 4	2576		300597
HGNC:4102	Approved	GAGE5	G antigen 5	2577		300598
HGNC:4103	Approved	GAGE6	G antigen 6	2578		300599
HGNC:4104	Approved	GAGE7	G antigen 7	2579		300601
HGNC:4106	Approved	GAGE8	G antigen 8	100101629		300638
HGNC:30968	Approved	GAGE10	G antigen 10	102724473		300737
HGNC:26779	Approved	GAGE12B	G antigen 12B	729428		
HGNC:28402	Approved	GAGE12C	G antigen 12C	729422		300727
HGNC:31904	Approved	GAGE12D	G antigen 12D	100132399		300728
HGNC:31905	Approved	GAGE12E	G antigen 12E	729431		300729
HGNC:31906	Approved	GAGE12F	G antigen 12F	100008586		300730
HGNC:31907	Approved	GAGE12G	G antigen 12G	645073		300731
HGNC:31908	Approved	GAGE12H	G antigen 12H	729442		300732
HGNC:4105	Approved	GAGE12I	G antigen 12I	26748		300637
HGNC:17778	Approved	GAGE12J	G antigen 12J	729396		300733
HGNC:29081	Approved	GAGE13	G antigen 13	645051		300734
HGNC:4113	Approved	GAK	cyclin G associated kinase	2580		602052
HGNC:4114	Approved	GAL	galanin and GMAP prepropeptide	51083	470368	137035
HGNC:24240	Approved	GAL3ST1	galactose-3-O-sulfotransferase 1	9514		602300
HGNC:24869	Approved	GAL3ST2	galactose-3-O-sulfotransferase 2	64090		608237
HGNC:24144	Approved	GAL3ST3	galactose-3-O-sulfotransferase 3	89792		608234
HGNC:24145	Approved	GAL3ST4	galactose-3-O-sulfotransferase 4	79690		608235
HGNC:4115	Approved	GALC	galactosylceramidase	2581	121995	606890
HGNC:4116	Approved	GALE	UDP-galactose-4-epimerase	2582	121997	606953
HGNC:4118	Approved	GALK1	galactokinase 1	2584	121999	604313
HGNC:4119	Approved	GALK2	galactokinase 2	2585		137028
HGNC:24063	Approved	GALM	galactose mutarotase	130589		137030
HGNC:4122	Approved	GALNS	galactosamine (N-acetyl)-6-sulfatase	2588	122002	612222
HGNC:4123	Approved	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	2589		602273
HGNC:4124	Approved	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	2590		602274
HGNC:4125	Approved	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	2591	122006	601756
HGNC:4126	Approved	GALNT4	polypeptide N-acetylgalactosaminyltransferase 4	8693		603565
HGNC:4127	Approved	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	11227		615129
HGNC:4128	Approved	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	11226		605148
HGNC:4129	Approved	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	51809		605005
HGNC:4130	Approved	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8	26290		606250
HGNC:4131	Approved	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	50614		606251
HGNC:19873	Approved	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	55568		608043
HGNC:19875	Approved	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11	63917	470370	615130
HGNC:19877	Approved	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12	79695	469175	610290
HGNC:23242	Approved	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	114805		608369
HGNC:22946	Approved	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	79623		608225
HGNC:21531	Approved	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15	117248		615131
HGNC:23233	Approved	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16	57452		615132
HGNC:16347	Approved	GALNT17	polypeptide N-acetylgalactosaminyltransferase 17	64409		615137
HGNC:30488	Approved	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	374378		615136
HGNC:21725	Approved	GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5	168391		615133
HGNC:33844	Approved	GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6	442117		615138
HGNC:54079	Approved	GALNTL6-AS1	GALNTL6 antisense RNA 1	101928314		
HGNC:24840	Approved	GALP	galanin like peptide	85569		611178
HGNC:4132	Approved	GALR1	galanin receptor 1	2587		600377
HGNC:4133	Approved	GALR2	galanin receptor 2	8811		603691
HGNC:4134	Approved	GALR3	galanin receptor 3	8484		603692
HGNC:4135	Approved	GALT	galactose-1-phosphate uridylyltransferase	2592	122009	606999
HGNC:4136	Approved	GAMT	guanidinoacetate N-methyltransferase	2593	122011	601240
HGNC:33982	Approved	GAMTP1	guanidinoacetate N-methyltransferase pseudogene 1	391491		
HGNC:37697	Approved	GAMTP2	guanidinoacetate N-methyltransferase pseudogene 2	100129452		
HGNC:4137	Approved	GAN	gigaxonin	8139	122015	605379
HGNC:4138	Approved	GANAB	glucosidase II alpha subunit	23193	461381	104160
HGNC:4139	Approved	GANC	glucosidase alpha, neutral C	2595		104180
HGNC:4140	Approved	GAP43	growth associated protein 43	2596	470372	162060
HGNC:4141	Approved	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597		138400
HGNC:33506	Entry Withdrawn	GAPDHL5	glyceraldehyde-3-phosphate dehydrogenase-like 5, pseudogene			
HGNC:4159	Approved	GAPDHP1	glyceraldehyde-3-phosphate dehydrogenase pseudogene 1	2616		
HGNC:16577	Approved	GAPDHP2	glyceraldehyde-3-phosphate dehydrogenase pseudogene 2	170516		
HGNC:4160	Approved	GAPDHP14	glyceraldehyde-3-phosphate dehydrogenase pseudogene 14	54050		
HGNC:13950	Approved	GAPDHP15	glyceraldehyde-3-phosphate dehydrogenase pseudogene 15	642317		
HGNC:23768	Approved	GAPDHP16	glyceraldehyde-3-phosphate dehydrogenase pseudogene 16	387491		
HGNC:37765	Approved	GAPDHP17	glyceraldehyde-3-phosphate dehydrogenase pseudogene 17	360008		
HGNC:23947	Approved	GAPDHP19	glyceraldehyde 3 phosphate dehydrogenase pseudogene 19	140028		
HGNC:37772	Approved	GAPDHP20	glyceraldehyde 3 phosphate dehydrogenase pseudogene 20	343338		
HGNC:37773	Approved	GAPDHP21	glyceraldehyde 3 phosphate dehydrogenase pseudogene 21	389970		
HGNC:37774	Approved	GAPDHP22	glyceraldehyde 3 phosphate dehydrogenase pseudogene 22	390421		
HGNC:37775	Approved	GAPDHP23	glyceraldehyde 3 phosphate dehydrogenase pseudogene 23	391075		
HGNC:37776	Approved	GAPDHP24	glyceraldehyde 3 phosphate dehydrogenase pseudogene 24	391162		
HGNC:37777	Approved	GAPDHP25	glyceraldehyde 3 phosphate dehydrogenase pseudogene 25	391367		
HGNC:37778	Approved	GAPDHP26	glyceraldehyde 3 phosphate dehydrogenase pseudogene 26	392374		
HGNC:37779	Approved	GAPDHP27	glyceraldehyde 3 phosphate dehydrogenase pseudogene 27	401960		
HGNC:37780	Approved	GAPDHP28	glyceraldehyde 3 phosphate dehydrogenase pseudogene 28	441572		
HGNC:37781	Approved	GAPDHP29	glyceraldehyde 3 phosphate dehydrogenase pseudogene 29	441893		
HGNC:37782	Approved	GAPDHP30	glyceraldehyde 3 phosphate dehydrogenase pseudogene 30	643228		
HGNC:37783	Approved	GAPDHP31	glyceraldehyde 3 phosphate dehydrogenase pseudogene 31	643739		
HGNC:37784	Approved	GAPDHP32	glyceraldehyde 3 phosphate dehydrogenase pseudogene 32	644213		
HGNC:37785	Approved	GAPDHP33	glyceraldehyde 3 phosphate dehydrogenase pseudogene 33	644237		
HGNC:37786	Approved	GAPDHP34	glyceraldehyde 3 phosphate dehydrogenase pseudogene 34	646877		
HGNC:37789	Approved	GAPDHP35	glyceraldehyde 3 phosphate dehydrogenase pseudogene 35	647001		
HGNC:37790	Approved	GAPDHP36	glyceraldehyde 3 phosphate dehydrogenase pseudogene 36	647249		
HGNC:37791	Approved	GAPDHP37	glyceraldehyde 3 phosphate dehydrogenase pseudogene 37	651258		
HGNC:37792	Approved	GAPDHP38	glyceraldehyde 3 phosphate dehydrogenase pseudogene 38	729493		
HGNC:37796	Approved	GAPDHP39	glyceraldehyde 3 phosphate dehydrogenase pseudogene 39	100128589		
HGNC:37797	Approved	GAPDHP40	glyceraldehyde 3 phosphate dehydrogenase pseudogene 40	100131743		
HGNC:37798	Approved	GAPDHP41	glyceraldehyde 3 phosphate dehydrogenase pseudogene 41	100131935		
HGNC:37799	Approved	GAPDHP42	glyceraldehyde 3 phosphate dehydrogenase pseudogene 42	100240707		
HGNC:37800	Approved	GAPDHP43	glyceraldehyde 3 phosphate dehydrogenase pseudogene 43	100240708		
HGNC:37801	Approved	GAPDHP44	glyceraldehyde 3 phosphate dehydrogenase pseudogene 44	100240709		
HGNC:37802	Approved	GAPDHP45	glyceraldehyde 3 phosphate dehydrogenase pseudogene 45	100240710		
HGNC:37804	Approved	GAPDHP46	glyceraldehyde 3 phosphate dehydrogenase pseudogene 46	100240711		
HGNC:37803	Approved	GAPDHP47	glyceraldehyde 3 phosphate dehydrogenase pseudogene 47	100240712		
HGNC:37805	Approved	GAPDHP48	glyceraldehyde 3 phosphate dehydrogenase pseudogene 48	100240713		
HGNC:38555	Approved	GAPDHP49	glyceraldehyde 3 phosphate dehydrogenase pseudogene 49	100421189		
HGNC:38556	Approved	GAPDHP50	glyceraldehyde 3 phosphate dehydrogenase pseudogene 50	100421236		
HGNC:38557	Approved	GAPDHP51	glyceraldehyde 3 phosphate dehydrogenase pseudogene 51	100421271		
HGNC:38558	Approved	GAPDHP52	glyceraldehyde 3 phosphate dehydrogenase pseudogene 52	100421313		
HGNC:38559	Approved	GAPDHP53	glyceraldehyde 3 phosphate dehydrogenase pseudogene 53	100421318		
HGNC:38560	Approved	GAPDHP54	glyceraldehyde 3 phosphate dehydrogenase pseudogene 54	100421319		
HGNC:38561	Approved	GAPDHP55	glyceraldehyde 3 phosphate dehydrogenase pseudogene 55	100421324		
HGNC:38562	Approved	GAPDHP56	glyceraldehyde 3 phosphate dehydrogenase pseudogene 56	100421232		
HGNC:38563	Approved	GAPDHP57	glyceraldehyde 3 phosphate dehydrogenase pseudogene 57	100421188		
HGNC:4142	Approved	GAPDHP58	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58	391077		
HGNC:4152	Approved	GAPDHP59	glyceraldehyde-3-phosphate dehydrogenase pseudogene 59	645024		
HGNC:4153	Approved	GAPDHP60	glyceraldehyde-3-phosphate dehydrogenase pseudogene 60	2601		
HGNC:4155	Approved	GAPDHP61	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61	729403		
HGNC:4156	Approved	GAPDHP62	glyceraldehyde 3 phosphate dehydrogenase pseudogene 62	100128961		
HGNC:4157	Approved	GAPDHP63	glyceraldehyde 3 phosphate dehydrogenase pseudogene 63	442231		
HGNC:4158	Approved	GAPDHP64	glyceraldehyde-3-phosphate dehydrogenase pseudogene 64	391069		
HGNC:4143	Approved	GAPDHP65	glyceraldehyde 3 phosphate dehydrogenase pseudogene 65	389849		
HGNC:4144	Approved	GAPDHP66	glyceraldehyde-3-phosphate dehydrogenase pseudogene 66	645256		
HGNC:4145	Approved	GAPDHP67	glyceraldehyde 3 phosphate dehydrogenase pseudogene 67	2609		
HGNC:4146	Approved	GAPDHP68	glyceraldehyde 3 phosphate dehydrogenase pseudogene 68	100132601		
HGNC:4147	Approved	GAPDHP69	glyceraldehyde 3 phosphate dehydrogenase pseudogene 69	2611		
HGNC:4148	Approved	GAPDHP70	glyceraldehyde 3 phosphate dehydrogenase pseudogene 70	642259		
HGNC:4149	Approved	GAPDHP71	glyceraldehyde-3-phosphate dehydrogenase pseudogene 71	2613		
HGNC:22955	Approved	GAPDHP72	glyceraldehyde-3-phosphate dehydrogenase pseudogene 72	346085		
HGNC:22956	Approved	GAPDHP73	glyceraldehyde-3-phosphate dehydrogenase pseudogene 73	442262		
HGNC:50647	Approved	GAPDHP74	glyceraldehyde-3-phosphate dehydrogenase pseudogene 74	391073		
HGNC:50648	Approved	GAPDHP75	glyceraldehyde-3-phosphate dehydrogenase pseudogene 75	100652918		
HGNC:50649	Approved	GAPDHP76	glyceraldehyde-3-phosphate dehydrogenase pseudogene 76	100287725		
HGNC:24864	Approved	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	26330		609169
HGNC:51308	Approved	GAPLINC	gastric adenocarcinoma associated, positive CD44 regulator, long intergenic non-coding RNA	100505592		
HGNC:26588	Approved	GAPT	GRB2 binding adaptor protein, transmembrane	202309		
HGNC:23375	Approved	GAPVD1	GTPase activating protein and VPS9 domains 1	26130		611714
HGNC:14264	Approved	GAR1	GAR1 ribonucleoprotein	54433		606468
HGNC:26136	Approved	GAREM1	GRB2 associated regulator of MAPK1 subtype 1	64762		617998
HGNC:27172	Approved	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	150946		617999
HGNC:25425	Approved	GARNL3	GTPase activating Rap/RanGAP domain like 3	84253		
HGNC:48951	Approved	GARS-DT	GARS divergent transcript	401320		
HGNC:4162	Approved	GARS1	glycyl-tRNA synthetase 1	2617	122022	600287
HGNC:50480	Approved	GARS1P1	glycyl-tRNA synthetase 1 pseudogene 1	100419764		
HGNC:4163	Approved	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase	2618		138440
HGNC:4165	Approved	GAS1	growth arrest specific 1	2619	285758	139185
HGNC:52261	Approved	GAS1RR	GAS1 adjacent regulatory RNA	100506834		
HGNC:4167	Approved	GAS2	growth arrest specific 2	2620		602835
HGNC:16955	Approved	GAS2L1	growth arrest specific 2 like 1	10634		602128
HGNC:50293	Approved	GAS2L1P1	growth arrest specific 2 like 1 pseudogene 1	101927222		
HGNC:27986	Approved	GAS2L1P2	growth arrest specific 2 like 1 pseudogene 2	340508		
HGNC:24846	Approved	GAS2L2	growth arrest specific 2 like 2	246176		611398
HGNC:27475	Approved	GAS2L3	growth arrest specific 2 like 3	283431		617224
HGNC:16355	Approved	GAS5	growth arrest specific 5	60674		608280
HGNC:44119	Approved	GAS5-AS1	GAS5 antisense RNA 1	100506046		
HGNC:4168	Approved	GAS6	growth arrest specific 6	2621		600441
HGNC:39826	Approved	GAS6-AS1	GAS6 antisense RNA 1	650669		
HGNC:43694	Approved	GAS6-DT	GAS6 divergent transcript	100506394		
HGNC:4169	Approved	GAS7	growth arrest specific 7	8522		603127
HGNC:4166	Approved	GAS8	growth arrest specific 8	2622	442934	605178
HGNC:1197	Approved	GAS8-AS1	GAS8 antisense RNA 1	750	463825	605179
HGNC:53461	Approved	GASAL1	growth arrest associated lncRNA 1	401472		
HGNC:24485	Approved	GASK1A	golgi associated kinase 1A	729085		
HGNC:25312	Approved	GASK1B	golgi associated kinase 1B	51313		
HGNC:4164	Approved	GAST	gastrin	2520		137250
HGNC:4170	Approved	GATA1	GATA binding protein 1	2623	122028	305371
HGNC:4171	Approved	GATA2	GATA binding protein 2	2624	274222	137295
HGNC:51108	Approved	GATA2-AS1	GATA2 antisense RNA 1	101927167		
HGNC:4172	Approved	GATA3	GATA binding protein 3	2625	122033	131320
HGNC:33786	Approved	GATA3-AS1	GATA3 antisense RNA 1	399717		
HGNC:4173	Approved	GATA4	GATA binding protein 4	2626	122035	600576
HGNC:15802	Approved	GATA5	GATA binding protein 5	140628	304191	611496
HGNC:4174	Approved	GATA6	GATA binding protein 6	2627	291853	601656
HGNC:48840	Approved	GATA6-AS1	GATA6 antisense RNA 1 (head to head)	100128893		
HGNC:29941	Approved	GATAD1	GATA zinc finger domain containing 1	57798	304455	614518
HGNC:29989	Approved	GATAD2A	GATA zinc finger domain containing 2A	54815		614997
HGNC:30778	Approved	GATAD2B	GATA zinc finger domain containing 2B	57459	318860	614998
HGNC:8849	Approved	GATB	glutamyl-tRNA amidotransferase subunit B	5188		603645
HGNC:25068	Approved	GATC	glutamyl-tRNA amidotransferase subunit C	283459		617210
HGNC:26616	Approved	GATD1	glutamine amidotransferase like class 1 domain containing 1	347862		
HGNC:1273	Approved	GATD3A	glutamine amidotransferase like class 1 domain containing 3A	8209	470444	601659
HGNC:53816	Approved	GATD3B	glutamine amidotransferase like class 1 domain containing 3B	102724023		
HGNC:4175	Approved	GATM	glycine amidinotransferase	2628	122037	602360
HGNC:27073	Entry Withdrawn	GATM-AS1	GATM antisense RNA 1			
HGNC:53880	Approved	GAU1	GALNT8 antisense upstream 1	101929549		
HGNC:4177	Approved	GBA	glucosylceramidase beta	2629	122039	606463
HGNC:18986	Approved	GBA2	glucosylceramidase beta 2	57704	328666	609471
HGNC:19069	Approved	GBA3	glucosylceramidase beta 3 (gene/pseudogene)	57733		606619
HGNC:4178	Approved	GBAP1	glucosylceramidase beta pseudogene 1	2630		
HGNC:33452	Entry Withdrawn	GBD2	gallbladder disease 2			
HGNC:33453	Entry Withdrawn	GBD3	gallbladder disease 3			
HGNC:4180	Approved	GBE1	1,4-alpha-glucan branching enzyme 1	2632	122043	607839
HGNC:4181	Approved	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	8729		603698
HGNC:20460	Approved	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	26301		606074
HGNC:4182	Approved	GBP1	guanylate binding protein 1	2633		600411
HGNC:39561	Approved	GBP1P1	guanylate binding protein 1 pseudogene 1	400759		
HGNC:4183	Approved	GBP2	guanylate binding protein 2	2634		600412
HGNC:4184	Approved	GBP3	guanylate binding protein 3	2635		600413
HGNC:20480	Approved	GBP4	guanylate binding protein 4	115361		612466
HGNC:19895	Approved	GBP5	guanylate binding protein 5	115362		611467
HGNC:25395	Approved	GBP6	guanylate binding protein family member 6	163351		612467
HGNC:29606	Approved	GBP7	guanylate binding protein 7	388646		612468
HGNC:4185	Approved	GBX1	gastrulation brain homeobox 1	2636		603354
HGNC:4186	Approved	GBX2	gastrulation brain homeobox 2	2637		601135
HGNC:4187	Approved	GC	GC vitamin D binding protein	2638		139200
HGNC:15990	Approved	GCA	grancalcin	25801		607030
HGNC:52281	Approved	GCASPC	gall bladder cancer associated suppressor of pyruvate carboxylase lncRNA	112441427		
HGNC:4188	Approved	GCAT	glycine C-acetyltransferase	23464		607422
HGNC:20013	Approved	GCATP1	glycine C-acetyltransferase pseudogene 1	319140		
HGNC:19095	Approved	GCC1	GRIP and coiled-coil domain containing 1	79571		607418
HGNC:23218	Approved	GCC2	GRIP and coiled-coil domain containing 2	9648		612711
HGNC:28126	Approved	GCC2-AS1	GCC2 antisense RNA 1	644903		
HGNC:4189	Approved	GCDH	glutaryl-CoA dehydrogenase	2639	122045	608801
HGNC:4190	Entry Withdrawn	GCF1	growth control factor 1			
HGNC:1317	Approved	GCFC2	GC-rich sequence DNA-binding factor 2	6936		189901
HGNC:4191	Approved	GCG	glucagon	2641		138030
HGNC:4192	Approved	GCGR	glucagon receptor	2642	446713	138033
HGNC:4193	Approved	GCH1	GTP cyclohydrolase 1	2643	122048	600225
HGNC:4194	Approved	GCHFR	GTP cyclohydrolase I feedback regulator	2644		602437
HGNC:4195	Approved	GCK	glucokinase	2645	122053	138079
HGNC:4196	Approved	GCKR	glucokinase regulator	2646		600842
HGNC:4311	Approved	GCLC	glutamate-cysteine ligase catalytic subunit	2729	122057	606857
HGNC:4312	Approved	GCLM	glutamate-cysteine ligase modifier subunit	2730		601176
HGNC:4197	Approved	GCM1	glial cells missing transcription factor 1	8521		603715
HGNC:4198	Approved	GCM2	glial cells missing transcription factor 2	9247	159623	603716
HGNC:4199	Approved	GCN1	GCN1 activator of EIF2AK4	10985		605614
HGNC:15805	Approved	GCNA	germ cell nuclear acidic peptidase	93953		300369
HGNC:52401	Approved	GCNAP1	GCNA pseudogene 1	100419929		
HGNC:4203	Approved	GCNT1	glucosaminyl (N-acetyl) transferase 1	2650		600391
HGNC:16532	Approved	GCNT1P1	glucosaminyl (N-acetyl) transferase 1 pseudogene 1	170517		
HGNC:37972	Approved	GCNT1P2	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 2	100421560		
HGNC:37973	Approved	GCNT1P3	glucosaminyl (N-acetyl) transferase 1 pseudogene 3	100421581		
HGNC:37974	Approved	GCNT1P4	glucosaminyl (N-acetyl) transferase 1 pseudogene 4	100462829		
HGNC:37975	Approved	GCNT1P5	glucosaminyl (N-acetyl) transferase 1 pseudogene 5	100421598		
HGNC:4204	Approved	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	2651	426937	600429
HGNC:21623	Approved	GCNT2P1	GCNT2 pseudogene 1	644378		
HGNC:4205	Approved	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	9245		606836
HGNC:17973	Approved	GCNT4	glucosaminyl (N-acetyl) transferase 4	51301		616782
HGNC:16099	Approved	GCNT7	glucosaminyl (N-acetyl) transferase family member 7	140687		
HGNC:26424	Approved	GCOM1	GRINL1A complex locus 1	145781		
HGNC:15712	Approved	GCOM2	GRINL1B complex locus 2 (pseudogene)	339970		608311
HGNC:20253	Approved	GCSAM	germinal center associated signaling and motility	257144		607792
HGNC:29583	Approved	GCSAML	germinal center associated signaling and motility like	148823		
HGNC:41244	Approved	GCSAML-AS1	GCSAML antisense RNA 1	148824		
HGNC:4208	Approved	GCSH	glycine cleavage system protein H	2653	122062	238330
HGNC:43922	Approved	GCSHP1	glycine cleavage system protein H pseudogene 1	106480441		
HGNC:43927	Approved	GCSHP2	glycine cleavage system protein H pseudogene 2	100288298		
HGNC:43929	Approved	GCSHP3	glycine cleavage system protein H pseudogene 3	100329109		
HGNC:43930	Approved	GCSHP4	glycine cleavage system protein H pseudogene 4	100287495		
HGNC:44195	Approved	GCSHP5	glycine cleavage system protein H pseudogene 5	100329108		
HGNC:54400	Approved	GCSIR	GPR55 cis regulatory suppressor of immune response RNA	151484		
HGNC:16670	Entry Withdrawn	GCUD1	gastric cancer upregulated 1			
HGNC:4211	Entry Withdrawn	GCY	growth control, Y chromosome influenced			
HGNC:4212	Approved	GDA	guanine deaminase	9615		139260
HGNC:15968	Approved	GDAP1	ganglioside induced differentiation associated protein 1	54332	122064	606598
HGNC:4213	Approved	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	78997		
HGNC:18010	Approved	GDAP2	ganglioside induced differentiation associated protein 2	54834		618128
HGNC:29644	Approved	GDE1	glycerophosphodiester phosphodiesterase 1	51573		605943
HGNC:4214	Approved	GDF1	growth differentiation factor 1	2657	166892	602880
HGNC:4217	Approved	GDF2	growth differentiation factor 2	2658	364602	605120
HGNC:4218	Approved	GDF3	growth differentiation factor 3	9573	250181	606522
HGNC:4219	Entry Withdrawn	GDF4	growth differentiation factor 4			
HGNC:4220	Approved	GDF5	growth differentiation factor 5	8200	122066	601146
HGNC:33435	Approved	GDF5OS	growth differentiation factor 5 opposite strand	554250		
HGNC:4221	Approved	GDF6	growth differentiation factor 6	392255	209481	601147
HGNC:4222	Approved	GDF7	growth differentiation factor 7	151449		604651
HGNC:4224	Approved	GDF9	growth differentiation factor 9	2661	400603	601918
HGNC:4215	Approved	GDF10	growth differentiation factor 10	2662		601361
HGNC:4216	Approved	GDF11	growth differentiation factor 11	10220		603936
HGNC:30142	Approved	GDF15	growth differentiation factor 15	9518	470374	605312
HGNC:4226	Approved	GDI1	GDP dissociation inhibitor 1	2664	122069	300104
HGNC:4227	Approved	GDI2	GDP dissociation inhibitor 2	2665		600767
HGNC:4228	Approved	GDI2P1	GDP dissociation inhibitor 2 pseudogene 1	2667		
HGNC:37976	Approved	GDI2P2	GDP dissociation inhibitor 2 pseudogene 2	100420259		
HGNC:4232	Approved	GDNF	glial cell derived neurotrophic factor	2668	122076	600837
HGNC:43592	Approved	GDNF-AS1	GDNF antisense RNA 1	100861519		
HGNC:20883	Approved	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	284161		616317
HGNC:25974	Approved	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	54857		300940
HGNC:28638	Approved	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	79153		616318
HGNC:24849	Approved	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	220032		
HGNC:28804	Approved	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	81544		609632
HGNC:34360	Approved	GDPGP1	GDP-D-glucose phosphorylase 1	390637		
HGNC:4234	Approved	GEM	GTP binding protein overexpressed in skeletal muscle	2669		600164
HGNC:10884	Approved	GEMIN2	gem nuclear organelle associated protein 2	8487		602595
HGNC:49561	Approved	GEMIN2P1	gem nuclear organelle associated protein 2 pseudogene 1	101929669		
HGNC:49562	Approved	GEMIN2P2	gem nuclear organelle associated protein 2 pseudogene 2	100287063		
HGNC:15717	Approved	GEMIN4	gem nuclear organelle associated protein 4	50628		606969
HGNC:20043	Approved	GEMIN5	gem nuclear organelle associated protein 5	25929		607005
HGNC:20044	Approved	GEMIN6	gem nuclear organelle associated protein 6	79833		607006
HGNC:20045	Approved	GEMIN7	gem nuclear organelle associated protein 7	79760		607419
HGNC:53773	Approved	GEMIN7-AS1	GEMIN7 antisense RNA 1	105372419		
HGNC:26044	Approved	GEMIN8	gem nuclear organelle associated protein 8	54960		300962
HGNC:31818	Approved	GEMIN8P1	gem nuclear organelle associated protein 8 pseudogene 1	100128431		
